customer_id,signup_date,signup_quarter,region,segment,plan,billing_cycle,acquisition_channel,engagement_score,monthly_price_usd,churn_month,churn_reason,risk_at_month_3,risk_at_month_12,status_month_3,status_month_12,months_billed,observed_revenue_12m_usd
RC-02193,2024-05-19,Q2 2024,North America,Individual,Standard,Monthly,Partner,0.626,29,,,True,False,At risk,Active,12,348
RC-02194,2024-08-15,Q3 2024,Other,Individual,Premium,Monthly,Organic,0.748,49,,,True,False,At risk,Active,12,588
RC-02195,2024-05-12,Q2 2024,Other,Individual,Premium,Monthly,Partner,0.648,49,,,False,False,Active,Active,12,588
RC-02196,2024-06-09,Q2 2024,Asia-Pacific,Freelancer,Enterprise,Annual,Referral,0.329,75.65,,,True,True,At risk,At risk,12,907.8
RC-02197,2024-05-11,Q2 2024,Asia-Pacific,Freelancer,Standard,Monthly,Paid Search,0.35,29,,,False,False,Active,Active,12,348
RC-02198,2024-11-24,Q4 2024,Europe,Small Business,Premium,Monthly,Organic,0.594,49,,,False,False,Active,Active,12,588
RC-02199,2024-11-15,Q4 2024,Europe,Individual,Standard,Annual,Referral,0.672,24.65,,,False,True,Active,At risk,12,295.8
RC-02200,2024-12-10,Q4 2024,Asia-Pacific,Individual,Premium,Monthly,Social,0.695,49,,,False,False,Active,Active,12,588
RC-02201,2024-08-09,Q3 2024,Europe,Individual,Standard,Annual,Referral,0.486,24.65,,,False,False,Active,Renewed,12,295.8
RC-02202,2024-10-04,Q4 2024,Asia-Pacific,Small Business,Premium,Monthly,Referral,0.716,49,,,False,False,Active,Active,12,588
RC-02203,2024-09-13,Q3 2024,Europe,Small Business,Premium,Annual,Referral,0.633,41.65,,,False,False,Active,Renewed,12,499.8
RC-02204,2024-11-11,Q4 2024,Europe,Freelancer,Premium,Annual,Organic,0.361,41.65,,,False,True,Active,At risk,12,499.8
RC-02205,2024-05-01,Q2 2024,Asia-Pacific,Freelancer,Premium,Monthly,Referral,0.516,49,,,False,False,Active,Active,12,588
RC-02206,2024-09-14,Q3 2024,Europe,Freelancer,Premium,Monthly,Referral,0.935,49,,,False,False,Active,Active,12,588
RC-02207,2024-08-11,Q3 2024,Asia-Pacific,Team,Basic,Monthly,Partner,0.933,15,,,False,False,Active,Active,12,180
RC-02208,2024-02-09,Q1 2024,Asia-Pacific,Small Business,Basic,Monthly,Referral,0.434,15,1,Low usage,False,False,Churned,Churned,1,15
RC-02209,2024-09-25,Q3 2024,Europe,Small Business,Enterprise,Annual,Organic,0.451,75.65,,,False,False,Active,Renewed,12,907.8
RC-02210,2024-12-08,Q4 2024,North America,Freelancer,Standard,Monthly,Referral,0.718,29,,,False,False,Active,Active,12,348
RC-02211,2024-12-24,Q4 2024,Europe,Individual,Standard,Monthly,Organic,0.529,29,1,Price,False,False,Churned,Churned,1,29
RC-02212,2024-06-17,Q2 2024,Europe,Small Business,Premium,Annual,Partner,0.44,41.65,11,Price,False,False,Active,Churned,11,458.15
RC-02213,2024-12-27,Q4 2024,Europe,Freelancer,Premium,Annual,Partner,0.297,41.65,,,True,True,At risk,At risk,12,499.8
RC-02214,2024-11-22,Q4 2024,Europe,Individual,Enterprise,Monthly,Referral,0.284,89,,,True,True,At risk,At risk,12,1068
RC-02215,2024-12-23,Q4 2024,Asia-Pacific,Individual,Basic,Monthly,Referral,0.298,15,,,True,True,At risk,At risk,12,180
RC-02216,2024-04-07,Q2 2024,Asia-Pacific,Individual,Basic,Monthly,Paid Search,0.654,15,,,False,False,Active,Active,12,180
RC-02217,2024-08-18,Q3 2024,Asia-Pacific,Small Business,Basic,Monthly,Paid Search,0.796,15,2,Alternative,False,False,Churned,Churned,2,30
RC-02218,2024-08-24,Q3 2024,Asia-Pacific,Individual,Enterprise,Annual,Organic,0.366,75.65,,,False,False,Active,Renewed,12,907.8
RC-02219,2024-10-28,Q4 2024,Other,Individual,Premium,Annual,Paid Search,0.557,41.65,,,False,False,Active,Renewed,12,499.8
RC-02220,2024-05-09,Q2 2024,North America,Small Business,Standard,Annual,Organic,0.577,24.65,1,Alternative,False,False,Churned,Churned,1,24.65
RC-02221,2024-05-10,Q2 2024,North America,Freelancer,Enterprise,Annual,Social,0.469,75.65,,,False,False,Active,Renewed,12,907.8
RC-02222,2024-01-23,Q1 2024,North America,Team,Basic,Monthly,Referral,0.354,15,,,True,False,At risk,Active,12,180
RC-02223,2024-04-14,Q2 2024,North America,Individual,Standard,Monthly,Organic,0.976,29,,,False,False,Active,Active,12,348
RC-02224,2024-08-24,Q3 2024,Europe,Small Business,Standard,Monthly,Paid Search,0.363,29,,,False,False,Active,Active,12,348
RC-02225,2024-11-11,Q4 2024,Other,Small Business,Standard,Annual,Referral,0.645,24.65,,,True,False,At risk,Renewed,12,295.8
RC-02226,2024-12-11,Q4 2024,Asia-Pacific,Individual,Standard,Annual,Organic,0.603,24.65,,,False,True,Active,At risk,12,295.8
RC-02227,2024-10-28,Q4 2024,Europe,Small Business,Premium,Annual,Organic,0.574,41.65,,,False,True,Active,At risk,12,499.8
RC-02228,2024-10-25,Q4 2024,North America,Individual,Enterprise,Annual,Organic,0.89,75.65,,,False,False,Active,Renewed,12,907.8
RC-02229,2024-06-23,Q2 2024,Europe,Freelancer,Standard,Monthly,Organic,0.355,29,,,True,False,At risk,Active,12,348
RC-02230,2024-01-27,Q1 2024,Asia-Pacific,Freelancer,Standard,Annual,Organic,0.672,24.65,3,Changed needs,False,False,Churned,Churned,3,73.95
RC-02231,2024-09-25,Q3 2024,North America,Freelancer,Basic,Annual,Paid Search,0.747,12.75,,,False,False,Active,Renewed,12,153.0
RC-02232,2024-01-20,Q1 2024,Europe,Small Business,Basic,Monthly,Organic,0.713,15,,,False,False,Active,Active,12,180
RC-02233,2024-09-03,Q3 2024,Asia-Pacific,Team,Basic,Annual,Social,0.671,12.75,,,False,False,Active,Renewed,12,153.0
RC-02234,2024-06-09,Q2 2024,North America,Individual,Basic,Monthly,Organic,0.45,15,1,Alternative,False,False,Churned,Churned,1,15
RC-02235,2024-04-04,Q2 2024,Europe,Small Business,Premium,Annual,Organic,0.737,41.65,,,False,False,Active,Renewed,12,499.8
RC-02236,2024-07-03,Q3 2024,North America,Individual,Basic,Monthly,Referral,0.824,15,,,False,False,Active,Active,12,180
RC-02237,2024-07-10,Q3 2024,Other,Small Business,Standard,Annual,Organic,0.444,24.65,12,Alternative,False,False,Active,Churned,12,295.8
RC-02238,2024-12-01,Q4 2024,Asia-Pacific,Freelancer,Standard,Monthly,Paid Search,0.746,29,,,False,False,Active,Active,12,348
RC-02239,2024-05-01,Q2 2024,North America,Freelancer,Basic,Monthly,Organic,0.67,15,,,False,False,Active,Active,12,180
RC-02240,2024-07-11,Q3 2024,Asia-Pacific,Individual,Standard,Monthly,Organic,0.609,29,,,False,False,Active,Active,12,348
RC-02241,2024-07-21,Q3 2024,North America,Small Business,Standard,Monthly,Paid Search,0.548,29,,,False,False,Active,Active,12,348
RC-02242,2024-02-07,Q1 2024,Asia-Pacific,Freelancer,Premium,Monthly,Partner,0.765,49,,,False,False,Active,Active,12,588
RC-02243,2024-08-18,Q3 2024,Europe,Small Business,Premium,Annual,Organic,0.28,41.65,12,Product experience,True,False,At risk,Churned,12,499.8
RC-02244,2024-02-12,Q1 2024,Other,Individual,Basic,Monthly,Partner,0.283,15,8,Low usage,True,False,At risk,Churned,8,120
RC-02245,2024-11-15,Q4 2024,North America,Freelancer,Basic,Annual,Paid Search,0.574,12.75,,,False,False,Active,Renewed,12,153.0
RC-02246,2024-05-23,Q2 2024,Europe,Individual,Standard,Monthly,Organic,0.16,29,1,Product experience,False,False,Churned,Churned,1,29
RC-02247,2024-10-22,Q4 2024,Asia-Pacific,Individual,Basic,Monthly,Referral,0.52,15,,,False,False,Active,Active,12,180
RC-02248,2024-07-24,Q3 2024,North America,Freelancer,Standard,Annual,Paid Search,0.325,24.65,,,True,True,At risk,At risk,12,295.8
RC-02249,2024-06-17,Q2 2024,North America,Team,Basic,Monthly,Partner,0.543,15,,,False,False,Active,Active,12,180
RC-02250,2024-10-21,Q4 2024,Europe,Individual,Standard,Monthly,Partner,0.878,29,,,False,False,Active,Active,12,348
RC-02251,2024-08-18,Q3 2024,North America,Individual,Premium,Monthly,Organic,0.856,49,1,Alternative,False,False,Churned,Churned,1,49
RC-02252,2024-10-05,Q4 2024,Europe,Individual,Standard,Monthly,Referral,0.699,29,10,Low usage,False,False,Active,Churned,10,290
RC-02253,2024-08-19,Q3 2024,North America,Individual,Standard,Monthly,Paid Search,0.816,29,9,Price,False,False,Active,Churned,9,261
RC-02254,2024-08-04,Q3 2024,Europe,Freelancer,Standard,Monthly,Paid Search,0.436,29,,,False,False,Active,Active,12,348
RC-02255,2024-09-08,Q3 2024,Other,Individual,Standard,Monthly,Paid Search,0.369,29,,,False,False,Active,Active,12,348
RC-02256,2024-07-02,Q3 2024,North America,Small Business,Basic,Monthly,Organic,0.286,15,,,True,True,At risk,At risk,12,180
RC-02257,2024-12-08,Q4 2024,Europe,Team,Standard,Monthly,Social,0.309,29,,,True,True,At risk,At risk,12,348
RC-02258,2024-10-27,Q4 2024,North America,Team,Standard,Annual,Paid Search,0.627,24.65,,,False,False,Active,Renewed,12,295.8
RC-02259,2024-12-02,Q4 2024,North America,Individual,Standard,Monthly,Social,0.226,29,,,True,True,At risk,At risk,12,348
RC-02260,2024-07-15,Q3 2024,North America,Small Business,Enterprise,Monthly,Paid Search,0.244,89,,,True,True,At risk,At risk,12,1068
RC-02261,2024-10-01,Q4 2024,Asia-Pacific,Individual,Enterprise,Monthly,Social,0.72,89,,,False,False,Active,Active,12,1068
RC-02262,2024-12-28,Q4 2024,Europe,Individual,Basic,Monthly,Referral,0.715,15,10,Low usage,False,False,Active,Churned,10,150
RC-02263,2024-06-01,Q2 2024,Asia-Pacific,Individual,Basic,Annual,Social,0.462,12.75,3,Price,False,False,Churned,Churned,3,38.25
RC-02264,2024-10-28,Q4 2024,North America,Individual,Premium,Monthly,Organic,0.532,49,,,False,True,Active,At risk,12,588
RC-02265,2024-08-27,Q3 2024,North America,Individual,Standard,Monthly,Organic,0.246,29,,,True,True,At risk,At risk,12,348
RC-02266,2024-11-03,Q4 2024,Asia-Pacific,Team,Basic,Annual,Paid Search,0.448,12.75,10,Low usage,False,False,Active,Churned,10,127.5
RC-02267,2024-08-16,Q3 2024,Europe,Individual,Basic,Monthly,Partner,0.604,15,,,False,False,Active,Active,12,180
RC-02268,2024-03-01,Q1 2024,North America,Individual,Standard,Monthly,Social,0.869,29,2,Alternative,False,False,Churned,Churned,2,58
RC-02269,2024-03-24,Q1 2024,North America,Small Business,Basic,Monthly,Organic,0.203,15,3,Product experience,False,False,Churned,Churned,3,45
RC-02270,2024-09-01,Q3 2024,Other,Small Business,Premium,Annual,Referral,0.868,41.65,,,False,False,Active,Renewed,12,499.8
RC-02271,2024-11-05,Q4 2024,Asia-Pacific,Freelancer,Standard,Monthly,Social,0.391,29,9,Product experience,False,False,Active,Churned,9,261
RC-02272,2024-10-03,Q4 2024,North America,Individual,Premium,Monthly,Paid Search,0.3,49,4,Price,True,False,At risk,Churned,4,196
RC-02273,2024-05-11,Q2 2024,North America,Individual,Basic,Monthly,Paid Search,0.182,15,,,True,True,At risk,At risk,12,180
RC-02274,2024-03-25,Q1 2024,North America,Small Business,Basic,Annual,Paid Search,0.78,12.75,,,True,False,At risk,Renewed,12,153.0
RC-02275,2024-12-08,Q4 2024,Other,Freelancer,Standard,Monthly,Organic,0.802,29,1,Low usage,False,False,Churned,Churned,1,29
RC-02276,2024-07-14,Q3 2024,Asia-Pacific,Small Business,Premium,Annual,Social,0.658,41.65,,,False,False,Active,Renewed,12,499.8
RC-02277,2024-08-10,Q3 2024,Europe,Freelancer,Enterprise,Annual,Referral,0.775,75.65,,,False,False,Active,Renewed,12,907.8
RC-02278,2024-03-20,Q1 2024,Europe,Small Business,Standard,Monthly,Organic,0.684,29,,,False,False,Active,Active,12,348
RC-02279,2024-01-18,Q1 2024,Other,Individual,Basic,Monthly,Organic,0.491,15,1,Low usage,False,False,Churned,Churned,1,15
RC-02280,2024-09-02,Q3 2024,Other,Small Business,Standard,Annual,Partner,0.813,24.65,,,False,False,Active,Renewed,12,295.8
RC-02281,2024-01-16,Q1 2024,Europe,Freelancer,Basic,Monthly,Organic,0.137,15,,,True,True,At risk,At risk,12,180
RC-02282,2024-02-10,Q1 2024,North America,Individual,Basic,Monthly,Organic,0.345,15,,,False,False,Active,Active,12,180
RC-02283,2024-09-27,Q3 2024,Other,Individual,Standard,Monthly,Social,0.606,29,2,Price,False,False,Churned,Churned,2,58
RC-02284,2024-10-25,Q4 2024,Europe,Small Business,Standard,Monthly,Paid Search,0.472,29,,,False,False,Active,Active,12,348
RC-02285,2024-03-15,Q1 2024,Other,Individual,Standard,Annual,Social,0.764,24.65,,,False,False,Active,Renewed,12,295.8
RC-02286,2024-02-07,Q1 2024,North America,Individual,Enterprise,Annual,Paid Search,0.413,75.65,,,False,False,Active,Renewed,12,907.8
RC-02287,2024-02-01,Q1 2024,Europe,Individual,Basic,Monthly,Organic,0.702,15,10,Alternative,False,False,Active,Churned,10,150
RC-02288,2024-02-13,Q1 2024,North America,Small Business,Basic,Annual,Paid Search,0.823,12.75,,,True,False,At risk,Renewed,12,153.0
RC-02289,2024-09-10,Q3 2024,Europe,Small Business,Basic,Monthly,Referral,0.249,15,,,True,True,At risk,At risk,12,180
RC-02290,2024-05-23,Q2 2024,Europe,Small Business,Basic,Monthly,Paid Search,0.943,15,,,False,False,Active,Active,12,180
RC-02291,2024-07-14,Q3 2024,Asia-Pacific,Individual,Premium,Monthly,Organic,0.469,49,,,False,False,Active,Active,12,588
RC-02292,2024-08-05,Q3 2024,Asia-Pacific,Individual,Standard,Annual,Referral,0.188,24.65,,,True,True,At risk,At risk,12,295.8
RC-02293,2024-06-19,Q2 2024,Other,Small Business,Basic,Monthly,Organic,0.419,15,8,Price,False,False,Active,Churned,8,120
RC-02294,2024-05-17,Q2 2024,North America,Freelancer,Premium,Annual,Organic,0.743,41.65,,,False,False,Active,Renewed,12,499.8
RC-02295,2024-05-09,Q2 2024,Europe,Individual,Enterprise,Annual,Paid Search,0.722,75.65,,,False,False,Active,Renewed,12,907.8
RC-02296,2024-06-13,Q2 2024,North America,Freelancer,Standard,Monthly,Referral,0.144,29,,,True,True,At risk,At risk,12,348
RC-02297,2024-11-03,Q4 2024,Europe,Small Business,Enterprise,Annual,Social,0.477,75.65,,,False,False,Active,Renewed,12,907.8
RC-02298,2024-09-11,Q3 2024,Asia-Pacific,Team,Standard,Monthly,Partner,0.92,29,1,Price,False,False,Churned,Churned,1,29
RC-02299,2024-11-14,Q4 2024,Europe,Small Business,Enterprise,Annual,Social,0.553,75.65,,,False,False,Active,Renewed,12,907.8
RC-02300,2024-06-13,Q2 2024,North America,Small Business,Basic,Monthly,Partner,0.125,15,,,True,True,At risk,At risk,12,180
RC-02301,2024-05-18,Q2 2024,Other,Individual,Basic,Monthly,Referral,0.557,15,,,False,False,Active,Active,12,180
RC-02302,2024-12-12,Q4 2024,Europe,Freelancer,Premium,Annual,Paid Search,0.205,41.65,,,True,True,At risk,At risk,12,499.8
RC-02303,2024-01-28,Q1 2024,North America,Freelancer,Premium,Monthly,Referral,0.732,49,,,False,False,Active,Active,12,588
RC-02304,2024-04-04,Q2 2024,Asia-Pacific,Individual,Basic,Annual,Organic,0.478,12.75,,,False,False,Active,Renewed,12,153.0
RC-02305,2024-05-21,Q2 2024,North America,Individual,Basic,Annual,Paid Search,0.206,12.75,,,True,True,At risk,At risk,12,153.0
RC-02306,2024-02-10,Q1 2024,Asia-Pacific,Small Business,Basic,Monthly,Paid Search,0.541,15,8,Alternative,False,False,Active,Churned,8,120
RC-02307,2024-02-25,Q1 2024,Europe,Individual,Standard,Monthly,Paid Search,0.953,29,,,False,False,Active,Active,12,348
RC-02308,2024-06-27,Q2 2024,North America,Individual,Standard,Monthly,Paid Search,0.728,29,,,False,False,Active,Active,12,348
RC-02309,2024-08-18,Q3 2024,North America,Individual,Basic,Monthly,Paid Search,0.834,15,,,False,False,Active,Active,12,180
RC-02310,2024-03-01,Q1 2024,Asia-Pacific,Freelancer,Standard,Annual,Social,0.437,24.65,,,False,False,Active,Renewed,12,295.8
RC-02311,2024-08-07,Q3 2024,Europe,Freelancer,Premium,Annual,Referral,0.762,41.65,,,False,False,Active,Renewed,12,499.8
RC-02312,2024-08-15,Q3 2024,Asia-Pacific,Individual,Standard,Monthly,Paid Search,0.152,29,,,True,True,At risk,At risk,12,348
RC-02313,2024-03-11,Q1 2024,North America,Individual,Standard,Annual,Organic,0.459,24.65,11,Low usage,False,False,Active,Churned,11,271.15
RC-02314,2024-10-28,Q4 2024,North America,Individual,Basic,Monthly,Referral,0.42,15,,,False,False,Active,Active,12,180
RC-02315,2024-09-14,Q3 2024,Other,Freelancer,Standard,Monthly,Referral,0.596,29,1,Changed needs,False,False,Churned,Churned,1,29
RC-02316,2024-08-01,Q3 2024,North America,Small Business,Enterprise,Annual,Referral,0.692,75.65,7,Low usage,False,False,Active,Churned,7,529.55
RC-02317,2024-05-18,Q2 2024,Asia-Pacific,Individual,Standard,Monthly,Paid Search,0.205,29,,,True,True,At risk,At risk,12,348
RC-02318,2024-02-01,Q1 2024,Asia-Pacific,Small Business,Standard,Monthly,Social,0.889,29,,,False,False,Active,Active,12,348
RC-02319,2024-06-03,Q2 2024,Other,Individual,Standard,Annual,Social,0.651,24.65,11,Product experience,False,False,Active,Churned,11,271.15
RC-02320,2024-10-07,Q4 2024,Europe,Individual,Basic,Annual,Social,0.422,12.75,11,Low usage,False,False,Active,Churned,11,140.25
RC-02321,2024-07-08,Q3 2024,North America,Individual,Standard,Monthly,Organic,0.595,29,,,False,False,Active,Active,12,348
RC-02322,2024-03-27,Q1 2024,North America,Individual,Basic,Monthly,Referral,0.17,15,,,True,True,At risk,At risk,12,180
RC-02323,2024-02-24,Q1 2024,Other,Small Business,Basic,Monthly,Referral,0.614,15,,,True,False,At risk,Active,12,180
RC-02324,2024-05-17,Q2 2024,North America,Individual,Basic,Annual,Partner,0.335,12.75,,,False,True,Active,At risk,12,153.0
RC-02325,2024-12-18,Q4 2024,Europe,Individual,Standard,Monthly,Social,0.985,29,,,False,False,Active,Active,12,348
RC-02326,2024-12-27,Q4 2024,Asia-Pacific,Individual,Basic,Monthly,Referral,0.67,15,,,False,False,Active,Active,12,180
RC-02327,2024-05-02,Q2 2024,Asia-Pacific,Freelancer,Standard,Monthly,Referral,0.683,29,,,False,False,Active,Active,12,348
RC-02328,2024-07-04,Q3 2024,North America,Small Business,Basic,Monthly,Paid Search,0.842,15,,,False,False,Active,Active,12,180
RC-02329,2024-09-09,Q3 2024,North America,Small Business,Standard,Monthly,Paid Search,0.359,29,1,Low usage,False,False,Churned,Churned,1,29
RC-02330,2024-09-12,Q3 2024,North America,Freelancer,Premium,Monthly,Organic,0.505,49,,,False,False,Active,Active,12,588
RC-02331,2024-04-24,Q2 2024,Europe,Individual,Basic,Annual,Organic,0.89,12.75,,,False,False,Active,Renewed,12,153.0
RC-02332,2024-05-14,Q2 2024,Asia-Pacific,Individual,Basic,Monthly,Paid Search,0.551,15,,,False,False,Active,Active,12,180
RC-02333,2024-12-03,Q4 2024,North America,Individual,Standard,Monthly,Organic,0.872,29,,,False,False,Active,Active,12,348
RC-02334,2024-02-14,Q1 2024,Europe,Individual,Basic,Monthly,Organic,0.25,15,,,True,True,At risk,At risk,12,180
RC-02335,2024-12-26,Q4 2024,North America,Small Business,Basic,Monthly,Paid Search,0.477,15,,,False,False,Active,Active,12,180
RC-02336,2024-12-21,Q4 2024,North America,Individual,Premium,Monthly,Organic,0.315,49,,,True,True,At risk,At risk,12,588
RC-02337,2024-10-15,Q4 2024,North America,Small Business,Premium,Monthly,Organic,0.538,49,12,Low usage,False,False,Active,Churned,12,588
RC-02338,2024-12-12,Q4 2024,Asia-Pacific,Small Business,Standard,Monthly,Paid Search,0.355,29,,,True,False,At risk,Active,12,348
RC-02339,2024-12-25,Q4 2024,North America,Individual,Premium,Annual,Paid Search,0.41,41.65,,,False,False,Active,Renewed,12,499.8
RC-02340,2024-11-17,Q4 2024,Europe,Freelancer,Basic,Monthly,Social,0.812,15,9,Product experience,False,False,Active,Churned,9,135
RC-02341,2024-02-25,Q1 2024,Asia-Pacific,Team,Premium,Annual,Paid Search,0.685,41.65,,,False,False,Active,Renewed,12,499.8
RC-02342,2024-06-12,Q2 2024,North America,Individual,Basic,Monthly,Organic,0.492,15,,,False,False,Active,Active,12,180
RC-02343,2024-10-08,Q4 2024,Europe,Individual,Standard,Annual,Paid Search,0.353,24.65,,,False,False,Active,Renewed,12,295.8
RC-02344,2024-07-27,Q3 2024,Other,Individual,Standard,Annual,Organic,0.656,24.65,,,False,False,Active,Renewed,12,295.8
RC-02345,2024-12-26,Q4 2024,Asia-Pacific,Small Business,Basic,Monthly,Organic,0.365,15,5,Price,False,False,Active,Churned,5,75
RC-02346,2024-04-06,Q2 2024,Europe,Individual,Standard,Annual,Organic,0.622,24.65,,,False,False,Active,Renewed,12,295.8
RC-02347,2024-03-23,Q1 2024,Europe,Individual,Standard,Monthly,Social,0.722,29,,,False,False,Active,Active,12,348
RC-02348,2024-12-02,Q4 2024,Other,Individual,Standard,Monthly,Organic,0.982,29,,,False,False,Active,Active,12,348
RC-02349,2024-10-01,Q4 2024,North America,Individual,Basic,Monthly,Referral,0.689,15,,,False,False,Active,Active,12,180
RC-02350,2024-10-12,Q4 2024,Asia-Pacific,Freelancer,Premium,Annual,Paid Search,0.56,41.65,,,False,True,Active,At risk,12,499.8
RC-02351,2024-07-28,Q3 2024,North America,Team,Basic,Monthly,Referral,0.62,15,1,Alternative,False,False,Churned,Churned,1,15
RC-02352,2024-04-25,Q2 2024,Asia-Pacific,Small Business,Premium,Annual,Organic,0.781,41.65,,,False,False,Active,Renewed,12,499.8
RC-02353,2024-02-21,Q1 2024,Asia-Pacific,Team,Standard,Annual,Organic,0.715,24.65,,,False,False,Active,Renewed,12,295.8
RC-02354,2024-01-13,Q1 2024,Asia-Pacific,Individual,Basic,Monthly,Organic,0.326,15,,,True,True,At risk,At risk,12,180
RC-02355,2024-10-02,Q4 2024,Asia-Pacific,Individual,Enterprise,Annual,Referral,0.421,75.65,,,False,False,Active,Renewed,12,907.8
RC-02356,2024-03-11,Q1 2024,Asia-Pacific,Team,Basic,Monthly,Organic,0.554,15,2,Alternative,False,False,Churned,Churned,2,30
RC-02357,2024-12-08,Q4 2024,North America,Freelancer,Enterprise,Annual,Partner,0.705,75.65,4,Low usage,False,False,Active,Churned,4,302.6
RC-02358,2024-05-06,Q2 2024,North America,Small Business,Basic,Monthly,Social,0.733,15,,,False,False,Active,Active,12,180
RC-02359,2024-12-20,Q4 2024,North America,Individual,Standard,Monthly,Paid Search,0.779,29,,,False,False,Active,Active,12,348
RC-02360,2024-07-04,Q3 2024,North America,Freelancer,Basic,Annual,Paid Search,0.682,12.75,,,False,False,Active,Renewed,12,153.0
RC-02361,2024-03-28,Q1 2024,North America,Small Business,Standard,Annual,Social,0.65,24.65,9,Product experience,False,False,Active,Churned,9,221.85
RC-02362,2024-11-12,Q4 2024,Europe,Small Business,Standard,Monthly,Paid Search,0.777,29,,,False,False,Active,Active,12,348
RC-02363,2024-12-03,Q4 2024,North America,Individual,Basic,Annual,Organic,0.901,12.75,,,False,False,Active,Renewed,12,153.0
RC-02364,2024-06-03,Q2 2024,Europe,Small Business,Basic,Monthly,Paid Search,0.261,15,2,Payment issue,False,False,Churned,Churned,2,30
RC-02365,2024-04-25,Q2 2024,Asia-Pacific,Individual,Premium,Annual,Organic,0.956,41.65,,,False,False,Active,Renewed,12,499.8
RC-02366,2024-02-14,Q1 2024,North America,Small Business,Premium,Monthly,Paid Search,0.814,49,,,False,False,Active,Active,12,588
RC-02367,2024-11-18,Q4 2024,Asia-Pacific,Small Business,Premium,Monthly,Paid Search,0.575,49,6,Low usage,False,False,Active,Churned,6,294
RC-02368,2024-10-05,Q4 2024,Asia-Pacific,Individual,Standard,Monthly,Organic,0.825,29,,,False,False,Active,Active,12,348
RC-02369,2024-09-11,Q3 2024,Asia-Pacific,Small Business,Premium,Monthly,Social,0.742,49,,,False,False,Active,Active,12,588
RC-02370,2024-12-15,Q4 2024,North America,Small Business,Premium,Monthly,Organic,0.691,49,,,False,False,Active,Active,12,588
RC-02371,2024-01-11,Q1 2024,Europe,Individual,Basic,Monthly,Referral,0.741,15,,,False,False,Active,Active,12,180
RC-02372,2024-03-01,Q1 2024,Asia-Pacific,Small Business,Basic,Monthly,Paid Search,0.561,15,5,Low usage,False,False,Active,Churned,5,75
RC-02373,2024-03-13,Q1 2024,Europe,Individual,Basic,Monthly,Paid Search,0.615,15,5,Price,False,False,Active,Churned,5,75
RC-02374,2024-11-04,Q4 2024,Asia-Pacific,Individual,Basic,Monthly,Organic,0.402,15,7,Low usage,False,False,Active,Churned,7,105
RC-02375,2024-04-05,Q2 2024,North America,Individual,Basic,Monthly,Organic,0.681,15,,,False,False,Active,Active,12,180
RC-02376,2024-11-26,Q4 2024,North America,Small Business,Premium,Annual,Paid Search,0.434,41.65,,,False,False,Active,Renewed,12,499.8
RC-02377,2024-10-20,Q4 2024,Europe,Individual,Basic,Monthly,Organic,0.262,15,,,True,True,At risk,At risk,12,180
RC-02378,2024-05-24,Q2 2024,North America,Individual,Standard,Annual,Paid Search,0.56,24.65,,,True,False,At risk,Renewed,12,295.8
RC-02379,2024-09-05,Q3 2024,North America,Individual,Basic,Monthly,Organic,0.757,15,,,False,False,Active,Active,12,180
RC-02380,2024-09-02,Q3 2024,Europe,Individual,Premium,Monthly,Partner,0.623,49,,,False,False,Active,Active,12,588
RC-02381,2024-01-10,Q1 2024,North America,Individual,Premium,Monthly,Referral,0.853,49,,,False,False,Active,Active,12,588
RC-02382,2024-03-10,Q1 2024,North America,Freelancer,Enterprise,Annual,Referral,0.176,75.65,,,True,True,At risk,At risk,12,907.8
RC-02383,2024-03-16,Q1 2024,Asia-Pacific,Small Business,Standard,Monthly,Partner,0.866,29,,,False,False,Active,Active,12,348
RC-02384,2024-02-10,Q1 2024,North America,Team,Basic,Monthly,Paid Search,0.085,15,,,True,True,At risk,At risk,12,180
RC-02385,2024-08-18,Q3 2024,North America,Small Business,Standard,Annual,Partner,0.858,24.65,,,False,False,Active,Renewed,12,295.8
RC-02386,2024-09-15,Q3 2024,Europe,Small Business,Premium,Annual,Organic,0.401,41.65,,,False,True,Active,At risk,12,499.8
RC-02387,2024-11-10,Q4 2024,Europe,Small Business,Premium,Annual,Paid Search,0.606,41.65,,,False,False,Active,Renewed,12,499.8
RC-02388,2024-04-03,Q2 2024,Other,Individual,Standard,Annual,Paid Search,0.306,24.65,,,True,True,At risk,At risk,12,295.8
RC-02389,2024-06-05,Q2 2024,North America,Individual,Enterprise,Annual,Paid Search,0.766,75.65,,,False,False,Active,Renewed,12,907.8
RC-02390,2024-02-23,Q1 2024,North America,Individual,Basic,Monthly,Paid Search,0.941,15,,,False,False,Active,Active,12,180
RC-02391,2024-07-24,Q3 2024,North America,Individual,Basic,Monthly,Paid Search,0.548,15,,,False,False,Active,Active,12,180
RC-02392,2024-06-14,Q2 2024,Europe,Freelancer,Standard,Monthly,Paid Search,0.649,29,,,False,False,Active,Active,12,348
RC-02393,2024-05-22,Q2 2024,Europe,Individual,Basic,Monthly,Paid Search,0.351,15,,,False,False,Active,Active,12,180
RC-02394,2024-11-14,Q4 2024,Europe,Freelancer,Basic,Monthly,Referral,0.508,15,5,Alternative,False,False,Active,Churned,5,75
RC-02395,2024-07-01,Q3 2024,North America,Small Business,Premium,Annual,Referral,0.797,41.65,,,False,False,Active,Renewed,12,499.8
